,time,city,site,aqi,level,primarypollutant,pm25,pm10,co,no2,ozone1hour,ozone8hour,so2
0,2018-03-25 12:00:00,上海,徐汇上师大,70,良,细颗粒物(PM2.5),51,81,0.7,32,121,85,27
1,2018-03-25 13:00:00,上海,徐汇上师大,78,良,细颗粒物(PM2.5),57,82,0.9,35,126,91,67
2,2018-03-25 14:00:00,上海,徐汇上师大,84,良,细颗粒物(PM2.5),62,82,0.8,32,131,98,42
3,2018-03-25 15:00:00,上海,徐汇上师大,88,良,细颗粒物(PM2.5),65,90,0.8,39,129,107,50
4,2018-03-25 16:00:00,上海,徐汇上师大,90,良,细颗粒物(PM2.5),67,96,0.8,40,130,116,44
5,2018-03-25 17:00:00,上海,徐汇上师大,84,良,细颗粒物(PM2.5),62,97,0.8,44,130,121,40
6,2018-03-25 18:00:00,上海,徐汇上师大,84,良,细颗粒物(PM2.5),62,101,0.9,55,119,124,66
7,2018-03-25 19:00:00,上海,徐汇上师大,85,良,细颗粒物(PM2.5),63,94,0.8,66,97,123,46
8,2018-03-25 20:00:00,上海,徐汇上师大,78,良,细颗粒物(PM2.5),57,95,0.8,74,84,118,19
9,2018-03-25 21:00:00,上海,徐汇上师大,82,良,细颗粒物(PM2.5),60,94,0.8,65,81,113,18
10,2018-03-25 22:00:00,上海,徐汇上师大,89,良,细颗粒物(PM2.5),66,86,0.8,60,74,106,19
11,2018-03-25 23:00:00,上海,徐汇上师大,93,良,细颗粒物(PM2.5),69,74,0.7,53,72,98,35
12,2018-03-26 00:00:00,上海,徐汇上师大,89,良,细颗粒物(PM2.5),66,74,0.7,59,64,90,38
13,2018-03-26 01:00:00,上海,徐汇上师大,83,良,细颗粒物(PM2.5),61,74,0.7,45,74,74,39
14,2018-03-26 02:00:00,上海,徐汇上师大,79,良,细颗粒物(PM2.5),58,74,0.6,37,80,77,28
15,2018-03-26 03:00:00,上海,徐汇上师大,78,良,细颗粒物(PM2.5),57,74,0.6,39,77,77,17
16,2018-03-26 04:00:00,上海,徐汇上师大,83,良,细颗粒物(PM2.5),61,74,0.6,39,74,76,22
17,2018-03-26 05:00:00,上海,徐汇上师大,92,良,细颗粒物(PM2.5),68,74,0.7,42,68,75,19
18,2018-03-26 06:00:00,上海,徐汇上师大,90,良,细颗粒物(PM2.5),67,74,0.7,54,58,72,18
19,2018-03-26 07:00:00,上海,徐汇上师大,95,良,细颗粒物(PM2.5),71,74,0.8,87,35,67,25
20,2018-03-26 08:00:00,上海,徐汇上师大,98,良,细颗粒物(PM2.5),73,83,1.0,93,33,62,35
21,2018-03-26 09:00:00,上海,徐汇上师大,103,轻度污染,细颗粒物(PM2.5),77,107,1.0,80,45,59,22
22,2018-03-26 10:00:00,上海,徐汇上师大,112,轻度污染,细颗粒物(PM2.5),84,118,1.0,72,62,56,16
23,2018-03-26 11:00:00,上海,徐汇上师大,90,良,细颗粒物(PM2.5),67,87,0.8,48,94,59,13
24,2018-03-26 12:00:00,上海,徐汇上师大,68,良,细颗粒物(PM2.5),49,57,0.7,36,107,63,12
25,2018-03-26 13:00:00,上海,徐汇上师大,69,良,细颗粒物(PM2.5),50,50,0.7,31,119,69,11
26,2018-03-26 14:00:00,上海,徐汇上师大,68,良,细颗粒物(PM2.5),49,50,0.6,27,122,77,10
27,2018-03-26 15:00:00,上海,徐汇上师大,54,良,细颗粒物(PM2.5),38,50,0.6,30,125,88,10
28,2018-03-26 16:00:00,上海,徐汇上师大,50,优,细颗粒物(PM2.5),35,35,0.6,27,127,100,10
29,2018-03-26 17:00:00,上海,徐汇上师大,42,优,细颗粒物(PM2.5),29,40,0.6,33,114,109,10
30,2018-03-26 18:00:00,上海,徐汇上师大,43,优,细颗粒物(PM2.5),24,43,0.6,36,101,114,9
31,2018-03-26 19:00:00,上海,徐汇上师大,46,优,细颗粒物(PM2.5),25,46,0.6,47,87,113,9
32,2018-03-26 20:00:00,上海,徐汇上师大,58,良,颗粒物(PM10),29,66,0.7,50,84,110,10
33,2018-03-26 21:00:00,上海,徐汇上师大,74,良,细颗粒物(PM2.5),54,82,0.9,83,53,102,27
34,2018-03-26 22:00:00,上海,徐汇上师大,100,良,细颗粒物(PM2.5),75,92,1.1,87,46,92,44
35,2018-03-26 23:00:00,上海,徐汇上师大,110,轻度污染,细颗粒物(PM2.5),83,83,1.0,82,43,82,39
36,2018-03-27 00:00:00,上海,徐汇上师大,107,轻度污染,细颗粒物(PM2.5),80,83,1.1,84,35,70,30
37,2018-03-27 01:00:00,上海,徐汇上师大,108,轻度污染,细颗粒物(PM2.5),81,83,1.1,92,24,24,25
38,2018-03-27 02:00:00,上海,徐汇上师大,108,轻度污染,细颗粒物(PM2.5),81,83,1.0,101,15,20,17
39,2018-03-27 03:00:00,上海,徐汇上师大,102,轻度污染,细颗粒物(PM2.5),76,83,0.9,93,15,18,15
