,time,city,site,aqi,level,primarypollutant,pm25,pm10,co,no2,ozone1hour,ozone8hour,so2
0,2018-03-25 12:00:00,上海,杨浦四漂,79,良,细颗粒物(PM2.5),58,95,0.7,40,141,68,15
1,2018-03-25 13:00:00,上海,杨浦四漂,74,良,细颗粒物(PM2.5),54,84,0.6,32,155,84,14
2,2018-03-25 14:00:00,上海,杨浦四漂,70,良,细颗粒物(PM2.5),51,84,0.7,34,164,101,14
3,2018-03-25 15:00:00,上海,杨浦四漂,77,良,细颗粒物(PM2.5),56,88,0.7,39,169,117,14
4,2018-03-25 16:00:00,上海,杨浦四漂,88,良,细颗粒物(PM2.5),65,94,0.7,41,173,133,15
5,2018-03-25 17:00:00,上海,杨浦四漂,92,良,细颗粒物(PM2.5),68,107,0.7,49,167,146,14
6,2018-03-25 18:00:00,上海,杨浦四漂,89,良,细颗粒物(PM2.5),66,111,0.8,59,152,154,14
7,2018-03-25 19:00:00,上海,杨浦四漂,82,良,颗粒物(PM10)细颗粒物(PM2.5),60,113,0.8,67,124,156,14
8,2018-03-25 20:00:00,上海,杨浦四漂,89,良,颗粒物(PM10),58,128,0.9,96,74,147,13
9,2018-03-25 21:00:00,上海,杨浦四漂,147,轻度污染,细颗粒物(PM2.5),112,150,1.0,117,35,132,13
10,2018-03-25 22:00:00,上海,杨浦四漂,163,中度污染,细颗粒物(PM2.5),124,128,0.9,87,52,118,13
11,2018-03-25 23:00:00,上海,杨浦四漂,149,轻度污染,细颗粒物(PM2.5),114,128,1.0,76,55,104,13
12,2018-03-26 00:00:00,上海,杨浦四漂,105,轻度污染,细颗粒物(PM2.5),79,88,0.9,65,60,90,14
13,2018-03-26 01:00:00,上海,杨浦四漂,118,轻度污染,细颗粒物(PM2.5),89,88,0.8,65,58,58,14
14,2018-03-26 02:00:00,上海,杨浦四漂,108,轻度污染,细颗粒物(PM2.5),81,88,0.7,69,49,54,13
15,2018-03-26 03:00:00,上海,杨浦四漂,107,轻度污染,细颗粒物(PM2.5),80,88,0.7,78,36,48,13
16,2018-03-26 04:00:00,上海,杨浦四漂,112,轻度污染,细颗粒物(PM2.5),84,88,0.8,70,45,47,13
17,2018-03-26 05:00:00,上海,杨浦四漂,97,良,细颗粒物(PM2.5),72,88,0.9,110,10,40,17
18,2018-03-26 06:00:00,上海,杨浦四漂,78,良,细颗粒物(PM2.5),57,67,1.1,106,14,35,18
19,2018-03-26 07:00:00,上海,杨浦四漂,125,轻度污染,细颗粒物(PM2.5),95,67,1.0,104,19,33,16
20,2018-03-26 08:00:00,上海,杨浦四漂,109,轻度污染,细颗粒物(PM2.5),82,67,0.8,86,41,34,16
21,2018-03-26 09:00:00,上海,杨浦四漂,120,轻度污染,细颗粒物(PM2.5),91,96,0.9,88,45,32,21
22,2018-03-26 10:00:00,上海,杨浦四漂,119,轻度污染,细颗粒物(PM2.5),90,113,0.9,81,73,35,34
23,2018-03-26 11:00:00,上海,杨浦四漂,109,轻度污染,细颗粒物(PM2.5),82,106,0.9,72,92,42,27
24,2018-03-26 12:00:00,上海,杨浦四漂,88,良,细颗粒物(PM2.5),65,97,0.8,70,108,50,17
25,2018-03-26 13:00:00,上海,杨浦四漂,88,良,细颗粒物(PM2.5),65,88,0.7,48,151,68,14
26,2018-03-26 14:00:00,上海,杨浦四漂,63,良,细颗粒物(PM2.5),45,70,0.6,42,164,87,13
27,2018-03-26 15:00:00,上海,杨浦四漂,69,良,颗粒物(PM10),25,87,0.7,54,153,103,20
28,2018-03-26 16:00:00,上海,杨浦四漂,74,良,细颗粒物(PM2.5),54,79,0.6,47,134,115,12
29,2018-03-26 17:00:00,上海,杨浦四漂,55,良,颗粒物(PM10),18,59,0.5,45,118,124,11
30,2018-03-26 18:00:00,上海,杨浦四漂,53,良,颗粒物(PM10),23,55,0.5,47,109,129,11
31,2018-03-26 19:00:00,上海,杨浦四漂,52,良,颗粒物(PM10),33,54,0.5,63,90,128,10
32,2018-03-26 20:00:00,上海,杨浦四漂,60,良,细颗粒物(PM2.5),43,65,0.7,67,85,126,12
33,2018-03-26 21:00:00,上海,杨浦四漂,109,轻度污染,细颗粒物(PM2.5),82,65,0.7,70,81,117,13
34,2018-03-26 22:00:00,上海,杨浦四漂,68,良,颗粒物(PM10)细颗粒物(PM2.5),49,85,0.8,85,58,104,13
35,2018-03-26 23:00:00,上海,杨浦四漂,66,良,颗粒物(PM10),49,82,0.8,83,50,91,15
36,2018-03-27 00:00:00,上海,杨浦四漂,108,轻度污染,细颗粒物(PM2.5),81,82,0.7,81,45,80,14
37,2018-03-27 01:00:00,上海,杨浦四漂,113,轻度污染,细颗粒物(PM2.5),85,82,0.8,89,27,27,13
38,2018-03-27 02:00:00,上海,杨浦四漂,128,轻度污染,细颗粒物(PM2.5),97,82,0.8,100,12,20,12
39,2018-03-27 03:00:00,上海,杨浦四漂,132,轻度污染,细颗粒物(PM2.5),100,82,0.8,71,28,22,12
40,2018-03-27 04:00:00,上海,杨浦四漂,107,轻度污染,细颗粒物(PM2.5),80,82,0.8,67,29,24,13
41,2018-03-27 05:00:00,上海,杨浦四漂,202,重度污染,细颗粒物(PM2.5),152,82,0.8,59,37,27,15
42,2018-03-27 06:00:00,上海,杨浦四漂,108,轻度污染,细颗粒物(PM2.5),81,82,0.8,75,37,28,16
43,2018-03-27 07:00:00,上海,杨浦四漂,54,良,颗粒物(PM10),20,57,0.7,84,31,29,15
