,time,city,site,aqi,level,primarypollutant,pm25,pm10,co,no2,ozone1hour,ozone8hour,so2
0,2018-01-10 00:00:00,上海,杨浦四漂,54,良,颗粒物(PM10),28,57,0.8,71,40,51,12
1,2018-01-10 01:00:00,上海,杨浦四漂,56,良,颗粒物(PM10),32,61,0.9,72,36,36,13
2,2018-01-10 02:00:00,上海,杨浦四漂,53,良,颗粒物(PM10),29,56,0.9,44,63,50,14
3,2018-01-10 03:00:00,上海,杨浦四漂,50,优,颗粒物(PM10),26,50,0.9,38,68,56,14
4,2018-01-10 04:00:00,上海,杨浦四漂,51,良,颗粒物(PM10),22,51,0.9,41,64,58,14
5,2018-01-10 05:00:00,上海,杨浦四漂,50,优,颗粒物(PM10),22,50,0.8,38,68,60,13
6,2018-01-10 06:00:00,上海,杨浦四漂,52,良,颗粒物(PM10),28,53,0.9,50,57,59,13
7,2018-01-10 07:00:00,上海,杨浦四漂,55,良,颗粒物(PM10)细颗粒物(PM2.5),39,59,1.0,69,38,56,15
8,2018-01-10 08:00:00,上海,杨浦四漂,60,良,颗粒物(PM10),40,70,1.1,74,30,53,16
9,2018-01-10 09:00:00,上海,杨浦四漂,66,良,颗粒物(PM10),46,82,1.3,68,34,53,20
10,2018-01-10 10:00:00,上海,杨浦四漂,70,良,颗粒物(PM10),49,90,1.2,57,45,50,22
11,2018-01-10 11:00:00,上海,杨浦四漂,72,良,颗粒物(PM10),45,93,1.1,47,55,49,22
12,2018-01-10 15:00:00,上海,杨浦四漂,63,良,颗粒物(PM10),28,75,0.9,39,68,54,17
13,2018-01-10 16:00:00,上海,杨浦四漂,65,良,颗粒物(PM10),31,79,0.9,45,64,58,19
14,2018-01-10 17:00:00,上海,杨浦四漂,66,良,颗粒物(PM10),33,81,0.9,54,59,61,20
15,2018-01-10 18:00:00,上海,杨浦四漂,68,良,颗粒物(PM10),31,86,1.0,75,40,60,21
16,2018-01-10 19:00:00,上海,杨浦四漂,69,良,颗粒物(PM10),38,87,1.1,87,28,57,19
17,2018-01-10 20:00:00,上海,杨浦四漂,71,良,颗粒物(PM10),37,91,1.1,92,21,52,19
18,2018-01-10 21:00:00,上海,杨浦四漂,74,良,颗粒物(PM10),39,97,1.2,102,13,45,20
19,2018-01-10 22:00:00,上海,杨浦四漂,78,良,颗粒物(PM10),38,106,1.1,103,10,38,19
20,2018-01-10 23:00:00,上海,杨浦四漂,72,良,颗粒物(PM10),39,93,1.1,98,11,31,18
21,2018-01-11 00:00:00,上海,杨浦四漂,68,良,颗粒物(PM10),38,85,0.9,85,18,25,18
22,2018-01-11 01:00:00,上海,杨浦四漂,64,良,颗粒物(PM10),36,77,0.9,69,30,30,18
23,2018-01-11 02:00:00,上海,杨浦四漂,60,良,颗粒物(PM10),36,69,1.0,57,39,34,18
24,2018-01-11 03:00:00,上海,杨浦四漂,59,良,颗粒物(PM10),38,68,1.4,59,34,34,25
25,2018-01-11 04:00:00,上海,杨浦四漂,61,良,颗粒物(PM10),40,71,1.4,65,30,33,27
26,2018-01-11 05:00:00,上海,杨浦四漂,61,良,颗粒物(PM10),39,72,1.2,69,26,32,24
27,2018-01-11 06:00:00,上海,杨浦四漂,63,良,颗粒物(PM10),42,76,1.2,79,17,29,24
28,2018-01-11 07:00:00,上海,杨浦四漂,68,良,细颗粒物(PM2.5),49,81,1.2,90,10,27,23
29,2018-01-11 08:00:00,上海,杨浦四漂,72,良,细颗粒物(PM2.5),52,91,1.3,89,13,25,24
30,2018-01-11 09:00:00,上海,杨浦四漂,78,良,细颗粒物(PM2.5),57,95,1.3,78,21,24,26
31,2018-01-11 10:00:00,上海,杨浦四漂,79,良,细颗粒物(PM2.5),58,90,1.1,62,38,24,28
32,2018-01-11 11:00:00,上海,杨浦四漂,65,良,细颗粒物(PM2.5),47,76,1.0,45,59,27,21
33,2018-01-11 12:00:00,上海,杨浦四漂,62,良,细颗粒物(PM2.5),44,72,1.0,43,66,31,21
34,2018-01-11 14:00:00,上海,杨浦四漂,70,良,细颗粒物(PM2.5),51,75,1.1,46,71,43,22
35,2018-01-11 15:00:00,上海,杨浦四漂,61,良,颗粒物(PM10),43,71,0.9,45,77,51,20
36,2018-01-11 16:00:00,上海,杨浦四漂,67,良,细颗粒物(PM2.5),48,78,1.1,64,64,58,23
37,2018-01-11 17:00:00,上海,杨浦四漂,82,良,细颗粒物(PM2.5),60,90,1.2,79,53,62,24
38,2018-01-11 18:00:00,上海,杨浦四漂,83,良,细颗粒物(PM2.5),61,104,1.4,104,24,60,28
39,2018-01-11 19:00:00,上海,杨浦四漂,83,良,细颗粒物(PM2.5),61,102,1.4,103,22,55,26
40,2018-01-11 20:00:00,上海,杨浦四漂,73,良,细颗粒物(PM2.5),53,87,0.9,65,38,52,18
41,2018-01-11 21:00:00,上海,杨浦四漂,56,良,颗粒物(PM10),36,62,0.9,44,52,50,14
42,2018-01-11 22:00:00,上海,杨浦四漂,52,良,颗粒物(PM10),28,54,0.9,38,54,48,13
