,time,city,site,aqi,level,primarypollutant,pm25,pm10,co,no2,ozone1hour,ozone8hour,so2
0,2018-03-25 12:00:00,上海,青浦淀山湖,100,良,细颗粒物(PM2.5),75,88,0.6,45,110,73,14
1,2018-03-25 13:00:00,上海,青浦淀山湖,99,良,细颗粒物(PM2.5),74,91,0.7,35,136,83,15
2,2018-03-25 14:00:00,上海,青浦淀山湖,103,轻度污染,细颗粒物(PM2.5),77,92,0.7,29,167,95,15
3,2018-03-25 15:00:00,上海,青浦淀山湖,99,良,细颗粒物(PM2.5),74,88,0.6,28,165,108,15
4,2018-03-25 16:00:00,上海,青浦淀山湖,102,轻度污染,细颗粒物(PM2.5),76,87,0.6,29,180,124,14
5,2018-03-25 17:00:00,上海,青浦淀山湖,105,轻度污染,细颗粒物(PM2.5),79,96,0.7,40,181,138,15
6,2018-03-25 18:00:00,上海,青浦淀山湖,118,轻度污染,细颗粒物(PM2.5),89,105,0.7,52,147,146,13
7,2018-03-25 19:00:00,上海,青浦淀山湖,107,轻度污染,细颗粒物(PM2.5),80,102,0.6,89,90,147,12
8,2018-03-25 20:00:00,上海,青浦淀山湖,105,轻度污染,细颗粒物(PM2.5),79,97,0.6,65,89,144,12
9,2018-03-25 21:00:00,上海,青浦淀山湖,103,轻度污染,细颗粒物(PM2.5),77,95,0.6,58,77,137,12
10,2018-03-25 22:00:00,上海,青浦淀山湖,110,轻度污染,细颗粒物(PM2.5),83,103,0.6,63,57,123,12
11,2018-03-25 23:00:00,上海,青浦淀山湖,123,轻度污染,细颗粒物(PM2.5),93,99,0.6,60,49,109,12
12,2018-03-26 00:00:00,上海,青浦淀山湖,125,轻度污染,细颗粒物(PM2.5),95,99,0.6,54,44,92,12
13,2018-03-26 01:00:00,上海,青浦淀山湖,124,轻度污染,细颗粒物(PM2.5),94,99,0.5,63,28,28,12
14,2018-03-26 02:00:00,上海,青浦淀山湖,119,轻度污染,细颗粒物(PM2.5),90,99,0.5,72,15,22,12
15,2018-03-26 03:00:00,上海,青浦淀山湖,117,轻度污染,细颗粒物(PM2.5),88,99,0.5,52,30,24,12
16,2018-03-26 04:00:00,上海,青浦淀山湖,110,轻度污染,细颗粒物(PM2.5),83,99,0.5,58,31,26,11
17,2018-03-26 05:00:00,上海,青浦淀山湖,105,轻度污染,细颗粒物(PM2.5),79,99,0.5,50,36,28,10
18,2018-03-26 06:00:00,上海,青浦淀山湖,112,轻度污染,细颗粒物(PM2.5),84,99,0.5,63,20,27,11
19,2018-03-26 07:00:00,上海,青浦淀山湖,108,轻度污染,细颗粒物(PM2.5),81,99,0.6,73,11,24,11
20,2018-03-26 08:00:00,上海,青浦淀山湖,113,轻度污染,细颗粒物(PM2.5),85,99,0.6,66,21,24,14
21,2018-03-26 09:00:00,上海,青浦淀山湖,117,轻度污染,细颗粒物(PM2.5),88,99,0.7,53,49,27,15
22,2018-03-26 10:00:00,上海,青浦淀山湖,115,轻度污染,细颗粒物(PM2.5),87,99,0.7,44,78,34,14
23,2018-03-26 11:00:00,上海,青浦淀山湖,103,轻度污染,细颗粒物(PM2.5),77,99,0.6,34,114,45,11
24,2018-03-26 12:00:00,上海,青浦淀山湖,84,良,细颗粒物(PM2.5),62,62,0.5,26,129,57,10
25,2018-03-26 13:00:00,上海,青浦淀山湖,73,良,细颗粒物(PM2.5),53,62,0.4,22,136,70,9
26,2018-03-26 14:00:00,上海,青浦淀山湖,68,良,细颗粒物(PM2.5),49,62,0.4,19,150,86,8
27,2018-03-26 15:00:00,上海,青浦淀山湖,58,良,细颗粒物(PM2.5),41,62,0.3,19,150,103,9
28,2018-03-26 16:00:00,上海,青浦淀山湖,49,优,细颗粒物(PM2.5),33,33,0.4,23,154,120,9
29,2018-03-26 17:00:00,上海,青浦淀山湖,48,优,细颗粒物(PM2.5),33,38,0.4,27,134,131,10
30,2018-03-26 18:00:00,上海,青浦淀山湖,45,优,细颗粒物(PM2.5),31,38,0.3,32,119,136,10
31,2018-03-26 19:00:00,上海,青浦淀山湖,48,优,细颗粒物(PM2.5),33,43,0.4,44,99,134,11
32,2018-03-26 20:00:00,上海,青浦淀山湖,69,良,细颗粒物(PM2.5),50,57,0.5,48,91,129,11
